player_id,register_date,days_since_register,last_login_days_ago,segment,is_payer,total_payment,avg_session_minutes,restaurant_level,collection_progress,vip_preference_score,event_sensitivity,churn_risk_score
P05564,2025-09-04,194,2,high_value_payers,True,183.6,55.8,46,0.959,0.958,0.652,0.134
P05565,2025-10-09,159,1,active_non_payers,False,0.0,75.9,20,0.829,0.233,0.811,0.104
P05566,2025-12-09,98,2,active_non_payers,False,0.0,82.9,28,0.525,0.17,0.737,0.095
P05567,2025-08-08,221,1,active_non_payers,False,0.0,71.0,13,0.659,0.318,0.77,0.091
P05568,2025-08-10,219,1,high_value_payers,True,114.84,73.2,34,0.958,0.963,0.735,0.138
P05569,2025-04-11,340,1,high_value_payers,True,285.63,53.5,39,0.878,0.966,0.662,0.079
P05570,2025-03-15,367,1,high_value_payers,True,168.76,80.0,42,0.856,0.936,0.556,0.057
P05571,2025-01-29,412,1,high_value_payers,True,190.59,55.4,39,0.934,0.852,0.55,0.082
P05572,2025-04-27,324,30,churn_risk_players,False,0.0,8.2,15,0.283,0.421,0.569,0.908
P05573,2025-03-16,366,26,churn_risk_players,False,0.0,14.0,9,0.567,0.462,0.635,0.819
P05574,2025-09-18,180,11,returning_players,False,0.0,26.8,24,0.517,0.671,0.931,0.44
P05575,2025-06-26,264,4,returning_players,False,0.0,26.7,21,0.695,0.216,0.722,0.31
P05576,2025-05-09,312,2,returning_players,False,0.0,20.7,19,0.497,0.372,0.904,0.344
P05577,2026-03-15,2,0,new_players,False,0.0,23.6,5,0.064,0.084,0.393,0.316
P05578,2025-06-05,285,2,high_value_payers,True,144.15,64.1,50,0.78,0.96,0.693,0.077
P05579,2025-12-15,92,1,active_non_payers,False,0.0,85.2,29,0.808,0.292,0.712,0.132
P05580,2026-02-15,30,2,active_non_payers,False,0.0,61.5,28,0.77,0.304,0.711,0.168
P05581,2026-03-09,8,3,new_players,False,0.0,24.0,2,0.095,0.223,0.528,0.373
P05582,2025-09-22,176,25,churn_risk_players,False,0.0,12.4,15,0.324,0.161,0.801,0.784
P05583,2025-09-03,195,19,churn_risk_players,False,0.0,9.7,13,0.32,0.179,0.812,0.928
P05584,2025-10-20,148,1,returning_players,False,0.0,44.2,18,0.662,0.666,0.929,0.522
P05585,2025-04-04,347,34,churn_risk_players,False,0.0,6.4,17,0.285,0.214,0.725,0.956
P05586,2025-05-26,295,22,churn_risk_players,False,0.0,8.2,19,0.198,0.269,0.876,0.924
P05587,2026-03-06,11,2,new_players,False,0.0,17.4,2,0.106,0.191,0.52,0.249
P05588,2025-07-28,232,21,churn_risk_players,False,0.0,14.9,8,0.335,0.218,0.73,0.952
P05589,2025-08-28,201,0,active_non_payers,False,0.0,64.4,32,0.598,0.325,0.709,0.194
P05590,2025-09-01,197,3,active_non_payers,False,0.0,76.9,29,0.686,0.196,0.664,0.081
P05591,2026-03-08,9,3,new_players,False,0.0,11.9,3,0.066,0.225,0.484,0.299
P05592,2026-03-10,7,1,new_players,False,0.0,23.4,1,0.041,0.115,0.384,0.388
P05593,2025-03-24,358,2,returning_players,True,60.28,38.5,18,0.815,0.649,0.95,0.406
P05594,2025-11-24,113,1,active_non_payers,False,0.0,69.8,31,0.775,0.24,0.74,0.103
P05595,2025-05-10,311,8,returning_players,True,23.77,38.2,27,0.547,0.402,0.951,0.379
P05596,2025-12-22,85,44,churn_risk_players,True,20.7,16.6,8,0.254,0.294,0.746,0.899
P05597,2025-06-09,281,5,returning_players,True,27.19,34.9,16,0.666,0.389,0.877,0.5
P05598,2025-08-31,198,2,returning_players,False,0.0,32.9,19,0.528,0.467,0.919,0.354
P05599,2025-05-15,306,10,churn_risk_players,False,0.0,13.0,13,0.325,0.164,0.809,0.942
P05600,2025-10-12,156,1,active_non_payers,False,0.0,69.8,25,0.704,0.279,0.636,0.178
P05601,2025-12-20,87,0,active_non_payers,False,0.0,47.7,30,0.776,0.167,0.697,0.091
P05602,2026-03-05,12,0,new_players,False,0.0,19.5,6,0.104,0.202,0.44,0.304
P05603,2025-08-29,200,29,churn_risk_players,False,0.0,9.0,14,0.35,0.168,0.836,0.842
P05604,2025-11-28,109,1,active_non_payers,False,0.0,87.4,30,0.648,0.175,0.727,0.08
P05605,2026-01-24,52,17,churn_risk_players,False,0.0,6.8,14,0.184,0.183,0.727,0.976
P05606,2025-12-31,76,2,active_non_payers,False,0.0,73.0,35,0.768,0.313,0.591,0.203
P05607,2025-05-14,307,7,returning_players,False,0.0,28.7,18,0.659,0.599,0.941,0.362
P05608,2026-03-11,6,4,new_players,False,0.0,17.9,3,0.07,0.268,0.414,0.242
P05609,2026-03-15,2,2,new_players,False,0.0,20.4,3,0.031,0.125,0.425,0.457
P05610,2025-02-22,388,0,high_value_payers,True,160.55,75.7,46,0.907,0.89,0.487,0.054
P05611,2025-11-04,133,2,returning_players,False,0.0,38.6,16,0.621,0.652,0.89,0.385
P05612,2026-03-03,14,0,new_players,False,0.0,18.8,2,0.044,0.146,0.594,0.378
P05613,2025-12-15,92,0,high_value_payers,True,60.64,43.6,34,0.839,0.94,0.633,0.073
P05614,2026-03-06,11,4,new_players,False,0.0,10.7,4,0.104,0.193,0.601,0.396
P05615,2025-11-06,131,1,active_non_payers,False,0.0,46.0,32,0.523,0.188,0.747,0.153
P05616,2025-09-10,188,8,churn_risk_players,False,0.0,16.3,8,0.228,0.421,0.794,0.917
P05617,2025-09-15,183,5,returning_players,False,0.0,38.6,23,0.343,0.575,0.822,0.345
P05618,2026-03-09,8,3,new_players,False,0.0,17.1,1,0.039,0.212,0.429,0.42
P05619,2025-02-26,384,39,churn_risk_players,True,5.81,14.6,21,0.172,0.455,0.806,0.874
P05620,2025-03-27,355,11,returning_players,False,0.0,27.2,16,0.508,0.573,0.953,0.524
P05621,2025-07-21,239,1,active_non_payers,False,0.0,64.6,24,0.797,0.284,0.774,0.127
P05622,2025-10-30,138,1,returning_players,False,0.0,39.6,15,0.396,0.567,0.858,0.256
P05623,2025-12-03,104,2,active_non_payers,False,0.0,61.7,22,0.618,0.215,0.745,0.117
P05624,2025-06-13,277,5,returning_players,True,18.07,34.4,18,0.543,0.528,0.767,0.503
P05625,2026-03-11,6,4,new_players,False,0.0,19.1,5,0.16,0.277,0.439,0.411
P05626,2025-10-29,139,1,returning_players,False,0.0,35.7,16,0.694,0.248,0.915,0.282
P05627,2025-12-07,100,6,returning_players,False,0.0,40.5,13,0.787,0.442,0.873,0.526
P05628,2025-10-24,144,0,active_non_payers,False,0.0,63.5,18,0.831,0.167,0.627,0.141
P05629,2026-01-11,65,3,active_non_payers,False,0.0,35.3,30,0.684,0.265,0.673,0.133
P05630,2025-12-03,104,10,churn_risk_players,False,0.0,13.4,7,0.146,0.229,0.814,0.969
P05631,2025-05-05,316,8,churn_risk_players,True,4.74,9.3,11,0.272,0.263,0.768,0.913
P05632,2026-01-09,67,34,churn_risk_players,False,0.0,9.1,17,0.322,0.127,0.744,0.924
P05633,2026-03-08,9,2,new_players,False,0.0,25.5,4,0.07,0.123,0.44,0.284
P05634,2026-03-08,9,3,new_players,False,0.0,23.7,4,0.104,0.148,0.573,0.398
P05635,2026-03-03,14,1,new_players,False,0.0,21.7,3,0.123,0.139,0.421,0.293
P05636,2025-12-02,105,2,active_non_payers,False,0.0,72.9,21,0.788,0.295,0.634,0.098
P05637,2026-03-06,11,3,new_players,False,0.0,13.4,3,0.056,0.142,0.498,0.494
P05638,2026-01-06,70,11,returning_players,True,18.54,37.0,17,0.689,0.451,0.847,0.414
P05639,2026-03-09,8,0,new_players,True,15.11,10.3,2,0.053,0.186,0.497,0.36
P05640,2025-10-07,161,2,active_non_payers,False,0.0,81.6,32,0.943,0.196,0.618,0.113
P05641,2025-03-23,359,2,returning_players,True,42.38,34.4,13,0.693,0.542,0.853,0.272
P05642,2025-08-12,217,1,active_non_payers,False,0.0,44.1,14,0.918,0.274,0.475,0.064
P05643,2026-01-03,73,1,returning_players,False,0.0,30.7,16,0.618,0.617,0.835,0.31
P05644,2026-01-05,71,8,returning_players,False,0.0,46.0,13,0.518,0.398,0.953,0.335
P05645,2025-12-12,95,3,active_non_payers,False,0.0,80.3,23,0.828,0.141,0.512,0.139
P05646,2025-11-02,135,0,active_non_payers,False,0.0,71.6,24,0.808,0.308,0.56,0.118
P05647,2025-04-04,347,0,high_value_payers,True,90.5,66.7,39,0.822,0.95,0.556,0.042
P05648,2025-07-10,250,0,high_value_payers,True,259.37,77.8,43,0.944,0.976,0.616,0.039
P05649,2026-03-16,1,1,new_players,False,0.0,9.8,3,0.082,0.252,0.575,0.379
P05650,2025-05-12,309,34,churn_risk_players,False,0.0,7.1,6,0.271,0.192,0.626,0.976
P05651,2026-03-12,5,0,new_players,False,0.0,25.8,3,0.102,0.161,0.567,0.227
P05652,2026-03-15,2,2,new_players,False,0.0,10.0,3,0.134,0.146,0.455,0.463
P05653,2025-09-15,183,20,churn_risk_players,False,0.0,21.1,13,0.408,0.361,0.811,0.9
P05654,2025-06-13,277,19,churn_risk_players,False,0.0,14.8,17,0.35,0.16,0.707,0.988
P05655,2026-03-05,12,4,new_players,False,0.0,15.5,3,0.045,0.108,0.555,0.377
P05656,2026-01-25,51,23,churn_risk_players,False,0.0,11.0,19,0.501,0.187,0.745,0.934
P05657,2026-01-21,55,20,churn_risk_players,True,22.66,9.4,9,0.197,0.39,0.714,0.975
P05658,2026-03-12,5,2,new_players,True,9.83,14.8,5,0.039,0.181,0.472,0.43
P05659,2025-08-18,211,0,active_non_payers,False,0.0,79.2,28,0.675,0.193,0.792,0.178
P05660,2025-10-29,139,2,returning_players,False,0.0,51.1,13,0.615,0.382,0.752,0.429
P05661,2025-10-19,149,2,active_non_payers,False,0.0,80.8,28,0.725,0.189,0.598,0.158
P05662,2025-06-30,260,38,churn_risk_players,False,0.0,11.5,13,0.18,0.355,0.666,0.931
P05663,2025-08-12,217,6,returning_players,True,8.57,24.6,24,0.414,0.445,0.904,0.396
P05664,2025-04-19,332,1,high_value_payers,True,192.39,69.6,41,0.984,0.917,0.564,0.072
P05665,2025-10-27,141,1,active_non_payers,False,0.0,60.5,21,0.766,0.163,0.646,0.175
P05666,2025-05-28,293,2,returning_players,False,0.0,24.7,22,0.64,0.41,0.929,0.412
P05667,2025-05-29,292,15,churn_risk_players,False,0.0,8.8,14,0.198,0.21,0.608,0.984
P05668,2026-02-06,39,0,active_non_payers,False,0.0,46.7,29,0.695,0.31,0.755,0.262
P05669,2025-06-22,268,10,returning_players,False,0.0,49.4,25,0.365,0.43,0.794,0.251
P05670,2026-02-06,39,2,active_non_payers,False,0.0,82.5,34,0.891,0.38,0.503,0.111
P05671,2025-04-03,348,1,high_value_payers,True,151.12,76.8,45,0.829,0.974,0.452,0.107
P05672,2025-07-24,236,1,active_non_payers,False,0.0,54.8,14,0.845,0.292,0.608,0.106
P05673,2025-10-29,139,0,active_non_payers,False,0.0,78.2,32,0.674,0.297,0.756,0.162
P05674,2025-11-10,127,13,churn_risk_players,False,0.0,16.3,20,0.19,0.332,0.704,0.913
P05675,2026-03-05,12,4,new_players,False,0.0,12.2,2,0.077,0.202,0.426,0.316
P05676,2025-05-20,301,7,returning_players,False,0.0,23.8,19,0.58,0.463,0.885,0.462
P05677,2025-10-21,147,1,active_non_payers,False,0.0,62.1,31,0.681,0.357,0.689,0.145
P05678,2025-07-11,249,1,returning_players,False,0.0,38.9,23,0.451,0.47,0.944,0.276
P05679,2025-12-14,93,9,returning_players,False,0.0,22.8,19,0.545,0.465,0.908,0.432
P05680,2025-11-14,123,0,active_non_payers,False,0.0,88.8,25,0.867,0.226,0.767,0.147
P05681,2025-11-25,112,5,returning_players,False,0.0,34.4,25,0.704,0.381,0.912,0.331
P05682,2026-02-17,28,3,active_non_payers,False,0.0,58.3,21,0.844,0.266,0.721,0.13
P05683,2025-07-24,236,2,active_non_payers,False,0.0,89.9,31,0.782,0.339,0.636,0.147
P05684,2025-09-08,190,1,active_non_payers,False,0.0,55.4,27,0.66,0.214,0.723,0.139
P05685,2025-08-09,220,7,returning_players,True,22.31,38.8,16,0.668,0.353,0.88,0.292
P05686,2025-05-31,290,44,churn_risk_players,False,0.0,16.6,8,0.335,0.193,0.831,0.833
P05687,2025-08-09,220,1,active_non_payers,False,0.0,83.6,28,0.792,0.306,0.606,0.17
P05688,2026-03-05,12,0,new_players,False,0.0,15.7,2,0.058,0.193,0.396,0.286
P05689,2025-12-28,79,16,churn_risk_players,False,0.0,12.8,12,0.301,0.267,0.879,0.862
P05690,2025-08-24,205,1,high_value_payers,True,113.24,85.4,49,0.901,0.907,0.537,0.088
P05691,2025-06-10,280,38,churn_risk_players,False,0.0,12.4,9,0.278,0.464,0.627,0.956
P05692,2025-06-25,265,0,high_value_payers,True,114.03,68.6,46,0.98,0.973,0.53,0.087
P05693,2025-09-14,184,23,churn_risk_players,False,0.0,6.6,7,0.461,0.441,0.597,0.837
P05694,2025-11-27,110,1,active_non_payers,False,0.0,54.7,18,0.605,0.412,0.756,0.131
P05695,2025-08-27,202,22,churn_risk_players,False,0.0,9.5,10,0.401,0.262,0.732,0.934
P05696,2026-01-23,53,2,active_non_payers,False,0.0,89.3,19,0.946,0.29,0.672,0.088
P05697,2025-12-12,95,1,active_non_payers,False,0.0,35.0,21,0.95,0.206,0.613,0.252
P05698,2026-03-09,8,0,new_players,False,0.0,20.4,2,0.118,0.173,0.482,0.365
P05699,2026-03-07,10,0,new_players,True,3.81,18.3,2,0.041,0.222,0.618,0.231
P05700,2025-04-13,338,9,churn_risk_players,False,0.0,16.5,14,0.297,0.332,0.844,0.956
P05701,2025-11-03,134,0,active_non_payers,False,0.0,79.8,25,0.615,0.143,0.656,0.21
P05702,2025-07-21,239,2,active_non_payers,False,0.0,71.0,25,0.787,0.225,0.663,0.202
P05703,2025-05-02,319,4,returning_players,False,0.0,42.7,17,0.545,0.484,0.823,0.469
P05704,2025-06-05,285,42,churn_risk_players,False,0.0,16.4,19,0.465,0.414,0.699,0.878
P05705,2025-09-10,188,3,active_non_payers,False,0.0,68.5,27,0.94,0.205,0.713,0.126
P05706,2025-06-03,287,6,returning_players,False,0.0,31.4,27,0.578,0.424,0.897,0.312
P05707,2025-09-20,178,3,active_non_payers,False,0.0,81.9,18,0.827,0.303,0.733,0.125
P05708,2026-03-10,7,0,new_players,False,0.0,15.7,3,0.081,0.264,0.421,0.364
P05709,2025-09-16,182,0,high_value_payers,True,203.29,77.1,49,0.962,0.972,0.546,0.041
P05710,2025-10-26,142,3,returning_players,False,0.0,37.7,19,0.633,0.589,0.845,0.364
P05711,2025-10-10,158,18,churn_risk_players,False,0.0,6.8,8,0.3,0.18,0.816,0.985
P05712,2025-10-04,164,4,returning_players,False,0.0,30.9,21,0.405,0.444,0.827,0.434
P05713,2025-06-07,283,2,returning_players,False,0.0,25.9,13,0.503,0.577,0.812,0.458
P05714,2026-03-14,3,0,new_players,False,0.0,21.3,3,0.024,0.217,0.574,0.35
P05715,2026-03-16,1,1,new_players,False,0.0,12.6,1,0.086,0.284,0.606,0.32
P05716,2026-01-10,66,38,churn_risk_players,False,0.0,18.7,9,0.405,0.229,0.747,0.829
P05717,2025-03-27,355,0,high_value_payers,True,206.05,68.1,42,0.893,0.909,0.419,0.069
P05718,2025-10-25,143,0,active_non_payers,False,0.0,67.8,23,0.849,0.272,0.701,0.153
P05719,2025-05-09,312,36,churn_risk_players,False,0.0,16.6,14,0.356,0.131,0.878,0.873
P05720,2025-10-16,152,0,active_non_payers,False,0.0,85.2,30,0.799,0.238,0.657,0.15
P05721,2026-03-10,7,3,new_players,False,0.0,13.8,3,0.123,0.162,0.512,0.327
P05722,2025-10-11,157,0,active_non_payers,False,0.0,72.7,31,0.883,0.244,0.678,0.184
P05723,2025-04-16,335,2,high_value_payers,True,250.13,57.7,43,0.959,0.917,0.459,0.055
P05724,2026-03-04,13,0,new_players,False,0.0,19.3,4,0.03,0.191,0.491,0.354
P05725,2025-12-28,79,2,returning_players,False,0.0,36.5,15,0.681,0.24,0.823,0.314
P05726,2025-07-24,236,2,returning_players,False,0.0,43.1,17,0.631,0.272,0.892,0.444
P05727,2026-03-15,2,2,new_players,False,0.0,15.3,1,0.103,0.136,0.504,0.395
P05728,2025-10-28,140,0,active_non_payers,False,0.0,56.2,22,0.648,0.25,0.793,0.195
P05729,2025-11-24,113,9,churn_risk_players,False,0.0,9.8,12,0.189,0.237,0.719,0.84
P05730,2025-04-09,342,3,returning_players,True,13.71,30.9,18,0.669,0.337,0.96,0.368
P05731,2025-09-10,188,0,high_value_payers,True,188.95,65.3,45,0.857,0.925,0.453,0.068
P05732,2026-01-14,62,16,churn_risk_players,False,0.0,17.1,9,0.375,0.378,0.896,0.979
P05733,2025-09-13,185,2,high_value_payers,True,164.82,68.4,41,0.995,0.875,0.527,0.039
P05734,2025-06-18,272,8,returning_players,False,0.0,42.3,22,0.64,0.415,0.945,0.377
P05735,2025-11-30,107,2,high_value_payers,True,259.7,41.2,42,0.907,0.849,0.714,0.103
P05736,2025-08-04,225,1,active_non_payers,False,0.0,63.0,23,0.691,0.255,0.657,0.12
P05737,2025-07-11,249,3,returning_players,False,0.0,34.3,21,0.52,0.385,0.879,0.417
P05738,2025-08-07,222,2,high_value_payers,True,177.95,58.8,48,0.889,0.851,0.528,0.13
P05739,2025-07-23,237,3,active_non_payers,False,0.0,55.7,26,0.661,0.255,0.716,0.106
P05740,2025-12-20,87,3,active_non_payers,False,0.0,81.4,22,0.908,0.154,0.545,0.095
P05741,2026-01-12,64,3,active_non_payers,False,0.0,54.9,33,0.793,0.311,0.698,0.095
P05742,2026-01-06,70,1,active_non_payers,False,0.0,67.5,34,0.767,0.315,0.565,0.178
P05743,2025-10-29,139,3,active_non_payers,False,0.0,67.1,20,0.867,0.181,0.7,0.079
P05744,2025-05-11,310,34,churn_risk_players,False,0.0,8.3,6,0.377,0.224,0.769,0.894
P05745,2025-08-18,211,0,active_non_payers,False,0.0,74.7,33,0.779,0.252,0.613,0.258
P05746,2025-09-18,180,0,active_non_payers,False,0.0,70.6,32,0.566,0.328,0.719,0.139
P05747,2025-05-18,303,43,churn_risk_players,False,0.0,11.0,17,0.484,0.266,0.705,0.909
P05748,2025-07-10,250,17,churn_risk_players,False,0.0,11.0,11,0.367,0.128,0.809,0.946
P05749,2025-12-08,99,2,active_non_payers,False,0.0,80.7,24,0.712,0.265,0.516,0.104
P05750,2025-04-02,349,10,churn_risk_players,False,0.0,12.9,10,0.37,0.394,0.647,0.923
P05751,2025-08-01,228,3,active_non_payers,False,0.0,62.2,21,0.795,0.304,0.756,0.154
P05752,2025-04-02,349,10,returning_players,True,29.15,36.7,15,0.495,0.458,0.868,0.211
P05753,2025-07-12,248,5,returning_players,False,0.0,30.8,22,0.706,0.625,0.861,0.419
P05754,2025-10-08,160,3,active_non_payers,False,0.0,79.0,22,0.917,0.248,0.632,0.136
P05755,2026-02-15,30,3,active_non_payers,False,0.0,88.7,25,0.546,0.31,0.707,0.284
P05756,2025-05-14,307,5,returning_players,True,6.9,20.3,22,0.615,0.596,0.933,0.527
P05757,2025-09-08,190,2,active_non_payers,False,0.0,57.5,25,0.827,0.252,0.738,0.166
P05758,2025-12-19,88,8,returning_players,False,0.0,28.8,19,0.502,0.331,0.872,0.482
P05759,2026-03-10,7,1,new_players,False,0.0,12.6,3,0.035,0.17,0.505,0.389
P05760,2025-09-14,184,1,active_non_payers,False,0.0,46.8,25,0.593,0.265,0.749,0.163
P05761,2025-08-19,210,0,active_non_payers,False,0.0,63.3,19,0.753,0.304,0.758,0.088
P05762,2025-04-07,344,4,returning_players,False,0.0,40.8,21,0.651,0.453,0.84,0.293
P05763,2025-11-04,133,1,active_non_payers,False,0.0,60.7,23,0.769,0.26,0.647,0.119
P05764,2025-02-25,385,1,high_value_payers,True,749.47,45.7,48,0.995,0.967,0.463,0.046
P05765,2026-01-05,71,2,returning_players,True,14.24,21.9,18,0.396,0.439,0.917,0.272
P05766,2025-07-27,233,1,high_value_payers,True,286.24,76.2,43,0.992,0.87,0.629,0.049
P05767,2026-02-17,28,1,active_non_payers,False,0.0,66.0,32,0.856,0.267,0.646,0.216
P05768,2025-12-21,86,17,churn_risk_players,False,0.0,14.7,15,0.193,0.333,0.905,0.892
P05769,2025-07-05,255,8,churn_risk_players,False,0.0,11.2,9,0.272,0.128,0.859,0.892
P05770,2025-07-13,247,7,returning_players,False,0.0,46.1,17,0.443,0.527,0.814,0.357
P05771,2025-06-10,280,13,churn_risk_players,False,0.0,9.0,13,0.459,0.319,0.844,0.95
P05772,2025-05-12,309,2,high_value_payers,True,304.86,57.9,40,0.911,0.984,0.531,0.063
P05773,2025-07-01,259,2,high_value_payers,True,171.21,71.7,50,0.811,0.936,0.578,0.083
P05774,2026-02-04,41,1,active_non_payers,False,0.0,79.4,26,0.719,0.165,0.626,0.121
P05775,2025-12-08,99,3,active_non_payers,False,0.0,87.1,21,0.58,0.21,0.623,0.2
P05776,2025-08-29,200,11,returning_players,False,0.0,25.2,21,0.6,0.547,0.798,0.316
P05777,2026-01-15,61,2,active_non_payers,False,0.0,82.9,23,0.717,0.285,0.618,0.161
P05778,2025-11-07,130,3,active_non_payers,False,0.0,66.8,34,0.836,0.254,0.658,0.114
P05779,2025-10-19,149,32,churn_risk_players,False,0.0,15.8,9,0.384,0.303,0.732,0.946
P05780,2025-09-18,180,1,active_non_payers,False,0.0,71.3,22,0.746,0.151,0.659,0.234
P05781,2025-10-25,143,1,active_non_payers,False,0.0,61.6,27,0.872,0.4,0.63,0.167
P05782,2026-03-16,1,1,new_players,False,0.0,14.9,4,0.057,0.14,0.391,0.363
P05783,2025-08-25,204,1,active_non_payers,False,0.0,57.0,33,0.885,0.336,0.689,0.148
P05784,2025-04-09,342,0,high_value_payers,True,354.18,70.1,44,0.927,0.983,0.566,0.062
P05785,2025-08-27,202,20,churn_risk_players,False,0.0,8.9,14,0.343,0.334,0.564,0.95
P05786,2026-03-06,11,1,new_players,False,0.0,17.9,2,0.164,0.159,0.483,0.521
P05787,2025-12-06,101,3,active_non_payers,False,0.0,62.4,28,0.753,0.27,0.664,0.221
P05788,2026-02-15,30,0,active_non_payers,False,0.0,54.3,32,0.737,0.176,0.671,0.184
P05789,2025-05-06,315,5,returning_players,False,0.0,44.1,20,0.537,0.554,0.956,0.302
P05790,2025-07-31,229,0,active_non_payers,False,0.0,69.4,31,0.781,0.254,0.609,0.169
P05791,2026-03-06,11,0,new_players,False,0.0,20.8,2,0.04,0.109,0.566,0.217
P05792,2025-09-08,190,1,returning_players,False,0.0,27.9,24,0.489,0.231,0.715,0.34
P05793,2025-08-09,220,40,churn_risk_players,False,0.0,19.3,8,0.399,0.134,0.782,0.952
P05794,2025-12-21,86,3,active_non_payers,False,0.0,68.4,29,0.881,0.243,0.684,0.116
P05795,2025-07-13,247,5,returning_players,True,27.02,44.5,14,0.483,0.526,0.922,0.381
P05796,2025-04-13,338,3,returning_players,False,0.0,47.0,17,0.616,0.49,0.83,0.26
P05797,2025-07-18,242,2,high_value_payers,True,187.34,59.4,37,0.781,0.872,0.577,0.125
P05798,2025-08-27,202,0,active_non_payers,False,0.0,68.3,20,0.724,0.267,0.731,0.187
P05799,2025-08-13,216,0,active_non_payers,False,0.0,78.4,35,0.832,0.27,0.655,0.227
P05800,2025-10-01,167,26,churn_risk_players,False,0.0,6.3,8,0.384,0.247,0.789,0.943
P05801,2025-02-22,388,12,churn_risk_players,False,0.0,16.5,15,0.393,0.281,0.847,0.792
P05802,2026-03-14,3,2,new_players,False,0.0,22.9,4,0.059,0.272,0.586,0.292
P05803,2025-09-14,184,0,active_non_payers,False,0.0,61.0,17,0.741,0.282,0.715,0.246
P05804,2025-09-23,175,1,high_value_payers,True,179.39,65.4,31,0.946,0.974,0.634,0.088
P05805,2025-11-11,126,4,returning_players,False,0.0,40.3,21,0.61,0.531,0.871,0.252
P05806,2025-10-31,137,2,active_non_payers,False,0.0,42.3,27,0.896,0.189,0.652,0.066
P05807,2026-03-06,11,0,new_players,False,0.0,21.2,6,0.118,0.172,0.368,0.332
P05808,2025-10-08,160,1,active_non_payers,False,0.0,64.6,22,0.691,0.17,0.658,0.173
P05809,2025-06-20,270,38,churn_risk_players,False,0.0,11.7,14,0.554,0.184,0.729,0.825
P05810,2026-03-14,3,2,new_players,False,0.0,9.1,2,0.08,0.14,0.487,0.272
P05811,2025-09-15,183,4,returning_players,False,0.0,40.1,16,0.466,0.369,0.878,0.327
P05812,2026-03-04,13,0,new_players,False,0.0,15.5,5,0.042,0.241,0.505,0.374
P05813,2025-03-28,354,9,returning_players,False,0.0,29.3,16,0.619,0.395,0.911,0.368
P05814,2025-10-06,162,3,returning_players,True,10.33,30.0,21,0.324,0.43,0.928,0.448
P05815,2026-03-13,4,3,new_players,False,0.0,15.5,4,0.038,0.219,0.536,0.424
P05816,2026-03-10,7,1,new_players,True,4.06,26.3,4,0.042,0.207,0.409,0.463
P05817,2025-04-24,327,6,returning_players,False,0.0,35.7,15,0.733,0.489,0.895,0.314
P05818,2025-04-15,336,4,returning_players,True,57.6,23.1,12,0.62,0.254,0.746,0.31
P05819,2025-12-30,77,1,returning_players,True,7.89,40.5,26,0.438,0.347,0.905,0.349
P05820,2025-11-25,112,3,active_non_payers,False,0.0,71.6,32,0.942,0.191,0.597,0.132
P05821,2026-03-09,8,0,new_players,False,0.0,18.4,1,0.048,0.127,0.44,0.305
P05822,2025-11-21,116,3,active_non_payers,False,0.0,82.0,28,0.837,0.196,0.735,0.143
P05823,2025-08-23,206,2,active_non_payers,False,0.0,65.4,34,0.864,0.161,0.709,0.079
P05824,2025-05-13,308,23,churn_risk_players,True,6.07,16.5,8,0.298,0.203,0.678,0.942
P05825,2025-04-25,326,4,returning_players,False,0.0,24.9,24,0.374,0.575,0.9,0.514
P05826,2025-07-23,237,2,active_non_payers,False,0.0,85.5,25,0.825,0.278,0.685,0.131
P05827,2025-10-25,143,28,churn_risk_players,False,0.0,15.9,14,0.569,0.137,0.686,0.931
P05828,2025-09-01,197,31,churn_risk_players,False,0.0,19.5,18,0.187,0.269,0.776,0.913
P05829,2025-09-09,189,1,active_non_payers,False,0.0,52.9,26,0.666,0.165,0.735,0.115
P05830,2025-03-05,377,1,high_value_payers,True,94.52,55.8,40,0.918,0.965,0.697,0.063
P05831,2025-03-27,355,6,returning_players,False,0.0,43.3,17,0.531,0.251,0.783,0.218
P05832,2025-01-10,431,2,high_value_payers,True,157.54,80.5,45,0.884,0.961,0.725,0.095
P05833,2025-01-01,440,0,high_value_payers,True,78.96,55.8,49,0.795,0.924,0.614,0.074
P05834,2025-08-07,222,1,active_non_payers,False,0.0,34.0,25,0.757,0.221,0.735,0.184
P05835,2025-11-08,129,1,active_non_payers,False,0.0,80.0,32,0.819,0.371,0.567,0.151
P05836,2025-03-20,362,39,churn_risk_players,False,0.0,20.9,19,0.212,0.126,0.642,0.822
P05837,2026-01-13,63,33,churn_risk_players,True,8.4,19.8,16,0.346,0.121,0.849,0.905
P05838,2025-08-22,207,1,high_value_payers,True,171.03,84.0,43,0.849,0.933,0.675,0.111
P05839,2025-07-19,241,6,returning_players,False,0.0,36.2,16,0.518,0.635,0.947,0.43
P05840,2025-06-09,281,34,churn_risk_players,False,0.0,7.5,13,0.32,0.246,0.724,0.844
P05841,2026-03-04,13,2,new_players,False,0.0,12.5,2,0.046,0.138,0.43,0.404
P05842,2025-06-22,268,8,returning_players,False,0.0,26.8,19,0.531,0.269,0.856,0.296
P05843,2025-10-25,143,36,churn_risk_players,False,0.0,8.2,9,0.279,0.335,0.891,0.938
P05844,2025-09-20,178,0,active_non_payers,False,0.0,81.4,14,0.895,0.227,0.509,0.222
P05845,2025-11-18,119,7,returning_players,False,0.0,40.4,15,0.664,0.497,0.951,0.335
